,Row.names,logFC,logCPM,LR,PValue,FDR,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align,,
74,Solyc02g069370,0.063463428,10.36969373,0.587680974,0.443317275,0.660050166,AT5G45130,ATRAB-F2A,small GTP binding protein,86,200,2.00E-101,364,99.00497512,,
452,Solyc02g081860,0.064588651,5.966996009,0.097264555,0.755137302,0.857528801,AT4G20090,EMB1025,EMB1025 (EMBRYO DEFECTIVE 1025); binding; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G64320.1); similar to putative fertility restorer [Oryza sativa (japonica cultivar-group)] (GB:BAD45366.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),66.72,607,0,852,83.84401114,,
19,Solyc02g068690,0.067959525,10.00355806,0.657609796,0.417405046,0.642899725,AT2G35100,ARAD1,"Putative glycosyltransferase, similar to other CAZy Family 47 proteins. The protein is predicted to be a type 2 membrane protein with a signal anchor and is predicted to be targeted to the secretory pathway and to have a single transmembrane helix near the N terminus; hence, the protein has the features expected for a type II membrane protein targeted to the Golgi vesicles. The gene was shown to be expressed in all tissues but particularly in vascular tissues of leaves and stems.",65.57,395,5.00E-162,567,82.14285714,,
444,Solyc02g081700,0.069329659,12.04690098,0.686228556,0.407450159,0.634864201,AT3G22110,PAC1,Encodes the alpha-3 subunit of 20s proteasome.,89.52,248,4.00E-123,437,98.79518072,,
177,Solyc02g070550,0.070068062,12.38045431,0.566048664,0.451833358,0.669012928,NA,NA,NA,NA,NA,NA,NA,NA,,
115,Solyc02g069790,0.072298961,10.63425721,0.72125682,0.395731959,0.627551272,AT1G30480,DRT111,recombination and DNA-damage resistance protein (DRT111),65.08,315,1.00E-85,313,77.41116751,,
39,Solyc02g068930,0.073340113,8.413637251,0.429901027,0.512037517,0.716585141,NA,NA,NA,NA,NA,NA,NA,NA,,
420,Solyc02g081430,0.074816127,9.748744862,0.675873171,0.411011415,0.636711325,AT1G65820,NA,"microsomal glutathione s-transferase, putative; similar to Os03g0709000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051042.1); similar to MAPEG family, putative [Oryza sativa (japonica cultivar-group)] (GB:AAX95670.1); contains InterPro domain Membrane-associated proteins in eicosanoid and glutathione metabolism (MAPEG); (InterPro:IPR001129)",65.97,144,3.00E-56,213,97.94520548,,
65,Solyc02g069260,0.075318241,11.3607886,0.60132489,0.438072967,0.655885782,NA,NA,NA,NA,NA,NA,NA,NA,,
514,Solyc02g082530,0.077816159,9.323974124,0.482387242,0.487342979,0.700310555,NA,NA,NA,NA,NA,NA,NA,NA,,
151,Solyc02g070290,0.078037401,10.70136782,0.861595293,0.353292645,0.589921675,AT1G30450,ATCCC1,member of Cation-chloride co-transporter family,80.35,967,0,1514,98.26530612,,
268,Solyc02g071600,0.078114677,7.952981828,0.400586653,0.52678644,0.728113241,NA,NA,NA,NA,NA,NA,NA,NA,,
185,Solyc02g070630,0.078739479,10.56806774,0.728532823,0.393359171,0.627501535,AT1G17080,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G53560.1); similar to Os01g0667100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043806.1); similar to Os05g0564800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056334.1); similar to Os01g0242900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042559.1); contains domain 60S RIBOSOMAL PROTEIN L18A (PTHR10052); contains domain 60S RIBOSOMAL PROTEIN L18A, PLANT (PTHR10052:SF2)",56.41,156,4.00E-30,127,98.06451613,,
295,Solyc02g071940,0.079316709,7.228112966,0.28455406,0.593731742,0.766338952,NA,NA,NA,NA,NA,NA,NA,NA,,
102,Solyc02g069650,0.079616482,10.40822078,0.883307682,0.34729733,0.587691885,AT4G19490,ATVPS54,protein binding; similar to OSJNBa0083I11.13 [Oryza sativa (japonica cultivar-group)] (GB:CAE04303.2); similar to hypothetical protein CNBC0010 [Cryptococcus neoformans var. neoformans B-3501A] (GB:EAL22287.1); similar to Os04g0212100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052256.1); contains InterPro domain Vps54-like; (InterPro:IPR012501),59.97,757,0,845,98.52150538,,
234,Solyc02g071160,0.081964181,11.31062364,0.748122712,0.387071243,0.621624476,AT1G29790,NA,similar to ATRAD3 (Arabidopsis thaliana Ras Associated with Diabetes protein 3) [Arabidopsis thaliana] (TAIR:AT5G40830.2); similar to Os10g0578600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065501.1); similar to hypothetical protein [Oryza sativa] (GB:AAG46168.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABB48033.1); contains InterPro domain Tetraspanin; (InterPro:IPR008952),63.54,384,4.00E-137,484,98.39572193,,
456,Solyc02g081900,0.084231376,7.558594496,0.405160081,0.524436336,0.728113241,AT3G57430,OTP84,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G11290.1); similar to Os04g0118700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052059.1); similar to H0613H07.7 [Oryza sativa (indica cultivar-group)] (GB:CAH66009.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),59.14,837,0,1027,93.5483871,,
476,Solyc02g082110,0.086050908,8.149037447,0.464249873,0.495644458,0.708234124,AT1G01350,NA,"zinc finger (CCCH-type/C3HC4-type RING finger) family protein; similar to zinc finger (CCCH-type/C3HC4-type RING finger) family protein [Arabidopsis thaliana] (TAIR:AT5G06420.2); similar to Zinc finger C-x8-C-x5-C-x3-H type (and similar), putative [Medicago truncatula] (GB:ABE91004.1); contains InterPro domain Protein of unknown function DUF537; (InterPro:IPR007491); contains InterPro domain Zinc finger, CCCH-type; (InterPro:IPR000571); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)",78.98,176,1.00E-80,295,96.15384615,,
437,Solyc02g081620,0.086878475,11.62262297,1.006598804,0.315719041,0.55666252,AT1G30970,SUF4,"Encodes SUF4 (SUPPRESSOR of FRI 4), a putative zinc-finger-containing transcription factor that is required for delayed flowering in winter-annual Arabidopsis.  suf4 mutations strongly suppress the late-flowering phenotype of FRI (FRIGIDA) mutants.  suf4 mutants also show reduced H3K4 trimethylation at FLC (FLOWERING LOCUS C), a floral inhibitor.  SUF4 may act to specifically recruit a putative histone H3 methyltransferase EFS (EARLY FLOWERING IN SHORT DAYS) and the PAF1-like complex to the FLC locus.",59.84,376,5.00E-107,384,99.44751381,,
166,Solyc02g070440,0.088607524,12.04229483,0.921468519,0.337089682,0.583659884,AT2G34560,NA,"katanin, putative; similar to ERH3 (ECTOPIC ROOT HAIR 3), ATP binding / nucleoside-triphosphatase/ nucleotide binding [Arabidopsis thaliana] (TAIR:AT1G80350.1); similar to AAA ATPase [Medicago truncatula] (GB:ABE90089.1); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)",73.77,385,4.00E-152,534,98.96640827,,
338,Solyc02g080410,0.090789909,9.050741329,0.752722451,0.385615653,0.621624476,NA,NA,NA,NA,NA,NA,NA,NA,,
57,Solyc02g069150,0.090973014,12.02868961,1.153477608,0.282822346,0.519153348,AT1G04750,AT,"vesicle-associated membrane protein 7B (At VAMP7B) mRNA,",82.49,217,3.00E-95,344,96.86098655,,
169,Solyc02g070470,0.094718148,10.1436274,1.186570266,0.276022467,0.510165664,NA,NA,NA,NA,NA,NA,NA,NA,,
394,Solyc02g081160,0.095820307,13.5555383,1.028431622,0.310527319,0.55666252,AT4G04040,MEE51,"MEE51 (maternal effect embryo arrest 51); diphosphate-fructose-6-phosphate 1-phosphotransferase; similar to pyrophosphate--fructose-6-phosphate 1-phosphotransferase beta subunit, putative / pyrophosphate-dependent 6-phosphofructose-1-kinase, putative [Arabidopsis thaliana] (TAIR:AT1G12000.1); similar to pyrophosphate-dependent phosphofructokinase beta subunit [Citrus x paradisi] (GB:AAC67586.1); similar to Pyrophosphate-dependent phosphofructokinase PfpB [Medicago truncatula] (GB:ABD32662.1); similar to Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta (PFP) (6-phosphofructokinase, pyrophosphate dependent) (Pyrophosphate-dependent 6-phosphofructose-1-kinase) (PPi-PFK) (GB:Q41141); contains InterPro domain Pyrophosphate-dependent phosphofructokinase PfpB; (InterPro:IPR011183); contains InterPro domain Phosphofructokinase; (InterPro:IPR000023)",79.58,568,0,901,99.29824561,,
520,Solyc02g082600,0.097536947,6.336813119,0.236204429,0.626961017,0.784727675,NA,NA,NA,NA,NA,NA,NA,NA,,
521,Solyc02g082610,0.098004571,3.465974938,0.03342505,0.854935184,0.922022653,NA,NA,NA,NA,NA,NA,NA,NA,,
246,Solyc02g071280,0.09857466,9.220086596,0.879971297,0.348209541,0.587691885,AT5G46420,NA,"16S rRNA processing protein RimM family; similar to UDP-N-acetylglucosamine pyrophosphorylase-related [Arabidopsis thaliana] (TAIR:AT1G31070.2); similar to Photosynthetic reaction centre, H-chain, cytoplasmic [Medicago truncatula] (GB:ABE92785.1); contains InterPro domain 16S rRNA processing protein RimM; (InterPro:IPR011961); contains InterPro domain PRC-barrel; (InterPro:IPR007903); contains InterPro domain Photosynthetic reaction centre, H-chain, cytoplasmic; (InterPro:IPR011033); contains InterPro domain RimM protein; (InterPro:IPR002676)",50.65,618,2.00E-159,560,90.99236641,,
259,Solyc02g071440,0.100264484,2.834277412,0.019150728,0.889935239,0.946439064,AT1G17020,ATSRG1,Encodes a novel member of the Fe(II)/ascorbate oxidase gene family; senescence-related gene.,51.72,348,3.00E-107,385,96.01139601,,
533,Solyc02g082730,0.101489769,10.53220619,1.596012422,0.206469225,0.432294941,AT3G06540,AthREP,GDP dissociation inhibitor family protein / Rab GTPase activator family protein; similar to ATGDI1 (Arabidopsis thaliana guanosine diphosphate dissociation inhibitor 1) [Arabidopsis thaliana] (TAIR:AT2G44100.2); similar to putative Rab escort protein (REP) [Dictyostelium discoideum AX4] (GB:XP_641266.1); similar to Os01g0269100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042697.1); contains InterPro domain Rab GTPase activator; (InterPro:IPR002005); contains InterPro domain Yeast Mrs6p protein; (InterPro:IPR000632),51.8,556,1.00E-148,523,98.55334539,,
111,Solyc02g069750,0.10183254,8.115827941,0.705229378,0.401032107,0.632215321,NA,NA,NA,NA,NA,NA,NA,NA,,
229,Solyc02g071110,0.103244445,8.506103421,0.774954772,0.378688605,0.615082098,NA,NA,NA,NA,NA,NA,NA,NA,,
335,Solyc02g080380,0.105532519,10.72759084,1.526073864,0.216702645,0.443330603,AT4G04860,DER2.2,Der1-like family protein / degradation in the ER-like family protein; Identical to Derlin-2.2 (AtDerlin2-2) (DER2.2) [Arabidopsis Thaliana] (GB:Q9ZS88); similar to Der1-like family protein / degradation in the ER-like family protein [Arabidopsis thaliana] (TAIR:AT4G21810.1); similar to Os03g0852200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051921.1); similar to Derlin-2.2 (ZmDerlin2-2) (GB:Q4G2J3); contains InterPro domain Der1-like; (InterPro:IPR007599),87.7,244,1.00E-119,425,98.7804878,,
433,Solyc02g081580,0.105655242,10.2889373,1.577089278,0.209180458,0.436267415,AT3G02700,NA,NC domain-containing protein; similar to NC domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G16360.1); similar to Os05g0310600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055158.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAU90086.1); contains InterPro domain NC; (InterPro:IPR007053),68.09,235,2.00E-84,309,86.34686347,,
101,Solyc02g069640,0.106622619,11.25984257,1.302777525,0.253706499,0.49184765,AT4G20410,GAMMA-SNAP,Encodes a member of the gamma-soluble NSF attachment protein (gSNAP) gene family.,70.85,295,8.00E-111,396,99.32432432,,
434,Solyc02g081590,0.107200991,10.38366948,1.755017412,0.185247215,0.40680333,NA,NA,NA,NA,NA,NA,NA,NA,,
372,Solyc02g080890,0.108522697,8.398095184,0.798300723,0.371601911,0.605406154,AT1G62300,ATWRKY6,transcription factor WRKY6 (WRKY6),50.53,562,4.00E-107,385,92.55898367,,
184,Solyc02g070620,0.111481409,5.720570387,0.228730048,0.632467081,0.784727675,NA,NA,NA,NA,NA,NA,NA,NA,,
72,Solyc02g069350,0.111605596,8.667249298,1.15696085,0.282096726,0.519153348,AT1G31300,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G19645.2); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD53332.1); similar to Os05g0511000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056013.1); similar to Os03g0666700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050848.1); contains InterPro domain TRAM, LAG1 and CLN8 homology; (InterPro:IPR006634); contains InterPro domain Protein of unknown function DUF887, TLC-like; (InterPro:IPR010283)",71.75,269,3.00E-106,381,94.69964664,,
94,Solyc02g069570,0.112536862,9.528784847,1.435205342,0.230916799,0.465306031,AT1G30610,EMB2279,"EMB2279 (EMBRYO DEFECTIVE 2279); binding; similar to EMB1408 (EMBRYO DEFECTIVE 1408), binding [Arabidopsis thaliana] (TAIR:AT5G67570.1); similar to pentatricopeptide (PPR) repeat-containing protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD73375.1); similar to Os01g0674700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043842.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",59.25,584,0,733,75.72944297,,
199,Solyc02g070790,0.113088597,12.34602871,1.381043596,0.239923465,0.478631072,AT5G46290,KAS,"3-ketoacyl-acyl carrier protein synthase I (KAS I) mRNA,",83.54,474,0,796,99.57446809,,
375,Solyc02g080930,0.113157763,2.707479467,0.02103753,0.884676764,0.942717187,NA,NA,NA,NA,NA,NA,NA,NA,,
38,Solyc02g068920,0.116772708,10.92980564,1.831732303,0.175923072,0.39289486,AT4G19860,NA,lecithin:cholesterol acyltransferase family protein / LACT family protein; similar to lecithin:cholesterol acyltransferase family protein / LACT family protein [Arabidopsis thaliana] (TAIR:AT3G03310.1); similar to lecithine cholesterol acyltransferase-like protein [Lycopersicon esculentum] (GB:AAQ04833.1); similar to Os04g0615100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053867.1); contains InterPro domain Lecithin:cholesterol acyltransferase; (InterPro:IPR003386),65.31,539,0,742,99.62686567,,
291,Solyc02g071890,0.120687464,11.19199426,1.939786161,0.163691754,0.38339316,AT5G63890,ATHDH,Encodes histidinol dehydrogenase. Up-regulated in response to UV-B.,84.6,435,0,773,98.86104784,,
269,Solyc02g071610,0.124049469,11.22182382,1.374821008,0.240985292,0.478631072,AT5G45670,NA,"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT4G18970.1); similar to GDSL-lipase protein [Capsicum annuum] (GB:AAX20033.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)",76.42,335,7.00E-154,540,90.76086957,,
331,Solyc02g080340,0.127569775,10.73691856,2.071525242,0.150071372,0.36277107,AT1G61850,NA,"patatin family protein; similar to leucine-rich repeat family protein [Arabidopsis thaliana] (TAIR:AT2G19330.1); similar to phospholipase, patatin family, putative [Medicago truncatula] (GB:ABE77790.1); similar to Os07g0520900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059805.1); similar to putative calcium-independent phospholipase A2 [Oryza sativa (japonica cultivar-group)] (GB:BAD30421.1); contains InterPro domain Armadillo; (InterPro:IPR000225); contains InterPro domain Patatin; (InterPro:IPR002641); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611)",68.77,1297,0,1759,94.66271312,,
191,Solyc02g070690,0.135524898,5.627066295,0.2064347,0.649576318,0.787984143,NA,NA,NA,NA,NA,NA,NA,NA,,
535,Solyc02g082750,0.136712298,6.073800049,0.356360147,0.550534699,0.739870218,AT5G66020,ATSAC1B,"Mutants in this gene are unable to express female sterility in response to beta-aminobutyric acid, as wild type plants do.  non-consensus AT donor splice site at exon 7, TA donor splice site at exon 10, AT acceptor splice at exon 13.",70.36,587,0,914,98.1512605,,
364,Solyc02g080700,0.139691452,3.763456389,0.084637293,0.771108763,0.871058927,AT4G22010,sks4,"SKS4 (SKU5 Similar 4); copper ion binding / oxidoreductase; similar to SKS6 (SKU5 Similar 6), pectinesterase [Arabidopsis thaliana] (TAIR:AT1G41830.1); similar to SKS8 (SKU5 Similar 8), copper ion binding / oxidoreductase [Arabidopsis thaliana] (TAIR:AT1G21850.1); similar to SKS5 (SKU5 Similar 5), copper ion binding / oxidoreductase [Arabidopsis thaliana] (TAIR:AT1G76160.1); similar to pectinesterase [Solanum lycopersicum] (GB:CAB08077.1); similar to PS60 [Nicotiana tabacum] (GB:CAA65634.1); similar to Multicopper oxidase, type 1 [Medicago truncatula] (GB:ABE89109.1); contains InterPro domain Cupredoxin; (InterPro:IPR008972); contains InterPro domain Multicopper oxidase, type 3; (InterPro:IPR011707); contains InterPro domain Multicopper oxidase, type 2; (InterPro:IPR011706); contains InterPro domain Multicopper oxidase, type 1; (InterPro:IPR001117)",70.1,97,1.00E-40,160,96,,
222,Solyc02g071040,0.140446839,10.14148437,2.777553266,0.095594106,0.256192204,AT4G18240,ATSS4,"starch synthase-related protein; similar to ATSS3 (STARCH SYNTHASE 3), starch synthase/ transferase, transferring glycosyl groups [Arabidopsis thaliana] (TAIR:AT1G11720.1); similar to starch synthase IV [Triticum aestivum] (GB:ABD64538.1); similar to starch synthase isoform IV [Triticum aestivum] (GB:AAK97773.1); similar to starch synthase, isoform V [Vigna unguiculata] (GB:CAB40375.1); contains InterPro domain Starch synthase catalytic region; (InterPro:IPR013534); contains InterPro domain Prefoldin; (InterPro:IPR009053); contains InterPro domain Glycogen/starch synthases, ADP-glucose type; (InterPro:IPR011835); contains InterPro domain Glycosyl transferase, group 1; (InterPro:IPR001296)",68.99,877,0,1176,87.4251497,,
